quote,tags
Happiness is the only thing worth fighting for in life.,inspirational
"We don’t truly appreciate what we have until it’s gone… We don’t really appreciate something until we have experienced some events; we don't really appreciate our parents until we ourselves have become parents. Be grateful for what you have now, and nothing should be taken for granted.",gratitude;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
"For too many centuries women have been being muses to artists. I wanted to be the muse, I wanted to be the wife of the artist, but I was really trying to avoid the final issue — that I had to do the job myself.",fearless;feminism;independent;inspirational;muse
A revolution is coming – a revolution which will be peaceful if we are wise enough; compassionate if we care enough; successful if we are fortunate enough – but a revolution which is coming whether we will it or not. We can affect its character; we cannot alter its inevitability,alliance-for-progress;inspirational;latin-america;latin-american-politics;politics;revolution;truth
"Evil exists in us all, Torak. Some fight it. Some feed it. That's how it's always been.",inspirational
I believe in some blending of hope and sunshine sweetening the worst lots. I believe that this life is not all; neither the beginning nor the end. I believe while I tremble; I trust while I weep.,inspirational
"What you do is what matters, not what you think or say or plan.",actions;deeds;inspirational;work-ethic
Self-esteem comes from being able to define the world in your own terms and refusing to abide by the judgments of others.,inspirational
Never let anybody guess that you have a mind of your own. Above all be pure,inspirational
Nobody gets praised for the right reasons.,inspirational;praise;right
"I am an optimist... I choose to be. There is a lot of darkness in our world, there is a lot of pain and you can choose to see that or you can choose to see the joy. If you try to respond positively to the world, you will spend your time better.",inspirational;optimism
"One of the lessons that I grew up with was to always stay true to yourself and never let what somebody else says distract you from your goals. And so when I hear about negative and false attacks, I really don't invest any energy in them, because I know who I am.",inspirational;success
"The dream was always running ahead of me. To catch up, to live for a moment in unison, was the miracle.",inspirational
Can a dream be wrong? Aren't dreams God's way of telling you things?,inspirational
Here lies one whose name was writ on water.,inspirational;lasting-words;tombstone-inscription
? ????? ??? ? ??? ???? ???? ???? ???????? ???.,inspirational;reading
Fear defeats more people than any other one thing in the world.,fear;inspirational;self-confidence
Everything will be alright in the end so if it is not alright it is not the end.,deborah-moggach;india;inspirational;life;travel
she lived with hurricane eyes and fell in love with the way the waves collapsed against her cheeks.,inspirational;love;poetry
"I am not a victim. No matter what I have been through, I'm still here. I have a history of victory.",history;inspirational;motivational;success;victim-mentality;victory
In your own life it's important to know how spectacular you are.,inspirational;self-empowerment;self-esteem;self-love
Living never wore one so much as the effort not to live.,inspirational
"If you remember nothing else, remember this: Inspiration from outside one's self is like the heat in an oven. It makes passable Bath buns. But inspiration from within is like a volcano: It changes the face of the world.",inspirational
"I can tell you I love you as many times as you can stand to hear it, but all it does is remind us that love is not enough. Not even close.",inspirational
"Biarkan orang lain menjalani kehidupan yang kecil, tetapi kamu jangan",inspirational
Dreams are the language of God.,dreams;inspirational
Philosophy of science is about as useful to scientists as ornithology is to birds.,humor;inspirational;philosophy-of-science;science
